1964,2248,50,50,25
1964,2248,50,50,27
1964,2248,50,50,32
1964,2248,50,50,53
1964,2248,50,50,74
1964,2248,50,50,95
1964,2253,50,50,115
1969,2253,50,50,137
1969,2258,50,50,159
1969,2258,50,50,181
1974,2262,50,50,202
1979,2262,50,50,225
1979,2267,50,50,246
1984,2272,50,50,268
1989,2277,50,50,290
1994,2282,50,50,312
1999,2287,50,50,333
2003,2292,50,50,356
2003,2292,50,50,377
2008,2297,50,50,399
2008,2302,50,50,421
2013,2302,50,50,443
2008,2302,50,50,464
2008,2297,50,50,487
2003,2297,50,50,508
2003,2292,50,50,530
1999,2282,50,50,552
1994,2277,50,50,574
1989,2272,50,50,595
1989,2277,50,50,618
1989,2277,50,50,640
1989,2277,50,50,661
1989,2277,50,50,684
1989,2277,50,50,705
1989,2282,50,50,727
1994,2282,50,50,749
1994,2287,50,50,771
1999,2287,50,50,792
1999,2287,50,50,815
1999,2287,50,50,836
1999,2292,50,50,858
1999,2287,50,50,880
1999,2287,50,50,902
1994,2282,50,50,923
1989,2277,50,50,946
1984,2272,50,50,967
1984,2267,50,50,989
1979,2262,50,50,1011
1974,2262,50,50,1034
1969,2258,50,50,1056
1969,2258,50,50,1080
1969,2253,50,50,1102
1969,2253,50,50,1125
1964,2248,50,50,1148
1964,2248,50,50,1171
1959,2248,50,50,1193
1959,2248,50,50,1217
1959,2243,50,50,1240
1959,2243,50,50,1262
1959,2243,50,50,1286
1959,2243,50,50,1308
1959,2243,50,50,1331
1959,2243,50,50,1354
1959,2243,50,50,1377
1959,2243,50,50,1399
1959,2243,50,50,1423
1959,2248,50,50,1445
1959,2243,50,50,1468
1959,2243,50,50,1491
1959,2243,50,50,1514
1959,2243,50,50,1537
1959,2243,50,50,1560
1959,2243,50,50,1583
1959,2243,50,50,1606
1955,2238,50,50,1629
1955,2238,50,50,1651
1945,2228,50,50,1675
1915,2199,50,50,1697
1876,2150,50,50,1720
1808,2072,50,50,1743
1710,1974,50,50,1766
1573,1847,50,50,1788
1392,1695,50,50,1812
1168,1505,50,50,1835
879,1256,50,50,1856
557,957,50,50,1878
283,606,50,50,1898
239,273,50,50,1918
219,229,50,50,1940
205,205,50,50,1960
195,195,50,50,1981
185,180,50,50,2001
175,171,50,50,2023
171,166,50,50,2043
166,156,50,50,2064
156,151,50,50,2085
156,151,50,50,2106
156,151,50,50,2126
156,151,50,50,2148
156,151,50,50,2168
161,151,50,50,2189
161,156,50,50,2210
161,156,50,50,2231
166,161,50,50,2251
166,161,50,50,2273
166,161,50,50,2293
166,161,50,50,2314
166,161,50,50,2334
161,161,50,50,2356
166,156,50,50,2376
161,156,50,50,2397
161,156,50,50,2418
161,156,50,50,2439
166,161,50,50,2459
166,161,50,50,2481
166,156,50,50,2501
166,156,50,50,2522
166,161,50,50,2543
166,156,50,50,2564
166,156,50,50,2584
166,161,50,50,2606
166,161,50,50,2626
166,156,50,50,2647
166,161,50,50,2667
166,156,50,50,2689
166,156,50,50,2709
166,156,50,50,2729
161,156,50,50,2751
166,161,50,50,2771
166,161,50,50,2792
166,161,50,50,2813
166,156,50,50,2834
166,161,50,50,2854
166,161,50,50,2876
166,156,50,50,2896
166,156,50,50,2917
166,161,50,50,2938
161,156,50,50,2959
166,156,50,50,2979
166,156,50,50,3000
166,161,50,50,3021
166,156,50,50,3042
166,156,50,50,3062
166,156,50,50,3084
161,156,50,50,3104
166,156,50,50,3125
166,156,50,50,3146
161,156,50,50,3167
161,161,50,50,3187
161,156,50,50,3209
161,156,50,50,3229
161,156,50,50,3250
166,161,50,50,3271
166,161,50,50,3292
161,156,50,50,3312
161,156,50,50,3333
166,156,50,50,3354
161,156,50,50,3375
166,161,50,50,3395
166,156,50,50,3417
166,156,50,50,3437
161,156,50,50,3458
161,156,50,50,3479
166,156,50,50,3500
166,161,50,50,3520
166,156,50,50,3542
166,161,50,50,3562
161,156,50,50,3582
166,156,50,50,3604
166,161,50,50,3624
166,161,50,50,3645
166,156,50,50,3665
166,156,50,50,3687
166,156,50,50,3707
161,156,50,50,3728
161,156,50,50,3749
166,156,50,50,3770
166,156,50,50,3790
166,156,50,50,3812
166,156,50,50,3832
161,156,50,50,3853
166,156,50,50,3874
166,156,50,50,3895
166,156,50,50,3915
166,156,50,50,3937
161,156,50,50,3957
161,156,50,50,3978
166,156,50,50,3998
161,156,50,50,4020
166,161,50,50,4040
166,156,50,50,4061
166,161,50,50,4082
161,156,50,50,4103
161,156,50,50,4123
161,156,50,50,4145
161,156,50,50,4165
161,161,50,50,4186
161,161,50,50,4207
166,156,50,50,4228
161,156,50,50,4248
161,161,50,50,4270
161,156,50,50,4290
166,161,50,50,4311
161,156,50,50,4331
166,156,50,50,4353
161,156,50,50,4373
161,156,50,50,4393
166,156,50,50,4415
166,156,50,50,4435
161,161,50,50,4456
161,156,50,50,4477
166,156,50,50,4498
166,156,50,50,4518
166,156,50,50,4540
166,156,50,50,4560
161,161,50,50,4581
161,161,50,50,4602
166,156,50,50,4623
166,156,50,50,4643
166,156,50,50,4664
166,156,50,50,4685
166,156,50,50,4706
156,151,50,50,4726
161,156,50,50,4748
175,175,50,50,4768
205,200,50,50,4789
351,640,50,50,4810
1671,2013,50,50,4833
2409,2541,50,50,4855
2062,2194,50,50,4879
1793,1881,50,50,4901
1886,2253,50,50,4924
1964,2072,50,50,4947
2033,2355,50,50,4970
1984,2468,50,50,4993
2033,2297,50,50,5016
1876,2121,50,50,5039
1886,1984,50,50,5061
1925,2038,50,50,5085
1837,2003,50,50,5107
1798,2116,50,50,5130
1935,2170,50,50,5153
1979,2297,50,50,5176
2023,2121,50,50,5199
1891,1984,50,50,5222
1857,2101,50,50,5244
1730,2003,50,50,5268
1652,2052,50,50,5291
1813,2023,50,50,5313
1735,1969,50,50,5337
1676,1930,50,50,5359
1710,1847,50,50,5382
1661,1774,50,50,5405
1705,1847,50,50,5428
1974,1920,50,50,5450
1818,2067,50,50,5474
1871,2126,50,50,5496
1793,2140,50,50,5519
1857,2218,50,50,5542
1842,2130,50,50,5565
1886,2174,50,50,5587
2091,2209,50,50,5611
1969,2253,50,50,5634
2091,2140,50,50,5656
2018,2248,50,50,5680
2043,2350,50,50,5702
1925,2189,50,50,5725
1783,1999,50,50,5748
1915,2072,50,50,5771
1930,2130,50,50,5793
1827,2140,50,50,5817
2067,2287,50,50,5839
2174,2267,50,50,5862
2160,2189,50,50,5885
2145,2150,50,50,5908
2228,2248,50,50,5932
2116,2067,50,50,5954
2350,1930,50,50,5977
2556,2018,50,50,6000
2785,2184,45,49,6023
3113,2126,30,44,6045
3201,1930,27,43,6069
3313,1862,25,43,6091
3343,1676,22,42,6114
3382,1564,22,42,6137
3225,1226,27,43,6160
3186,1182,27,43,6182
2996,874,36,46,6205
2859,469,42,48,6226
2805,488,45,49,6248
2878,855,42,48,6270
3137,1089,30,44,6293
3347,1456,22,42,6316
3543,1823,13,39,6339
3563,2008,13,39,6362
3597,2248,10,38,6384
3460,2316,16,40,6408
3269,2238,25,43,6430
3093,2209,33,45,6453
3054,2331,33,45,6476
2981,2394,36,46,6499
2820,2189,45,49,6521
2712,2150,48,50,6545
2712,2262,48,50,6567
2551,2375,50,50,6590
2575,2189,50,50,6614
2541,2302,50,50,6636
2546,2331,50,50,6659
2297,2165,50,50,6682
2302,2150,50,50,6705
2282,2043,50,50,6727
2394,2038,50,50,6751
2507,2223,50,50,6773
2473,2204,50,50,6797
2326,2008,50,50,6819
2111,2086,50,50,6842
2214,2155,50,50,6865
2360,2072,50,50,6888
2468,2091,50,50,6910
2512,2150,50,50,6934
3040,2556,36,46,6957
3910,3607,42,48,6979
4257,4105,50,50,7003
3831,3734,48,50,7025
3196,2746,30,44,7048
3289,2165,25,43,7071
3230,2135,27,43,7094
3157,1945,30,44,7116
3167,1715,30,44,7140
3103,1510,33,45,7162
2991,1295,36,46,7185
2976,1080,36,46,7208
3010,1026,36,46,7231
2976,913,36,46,7252
2976,1109,36,46,7276
3108,1094,33,45,7299
3328,1075,22,42,7321
3421,1334,19,41,7345
3421,1368,19,41,7367
3382,1290,22,42,7390
3352,1241,22,42,7413
3132,1143,30,44,7436
2771,1050,45,49,7458
2737,1119,48,50,7482
2908,1324,39,47,7504
3069,1666,33,45,7527
3304,2096,25,43,7550
3347,2179,22,42,7573
3328,1930,22,42,7597
3216,1842,27,43,7619
2903,1612,42,48,7642
2785,1368,45,49,7665
2795,953,45,49,7687
2854,928,42,48,7708
3128,918,30,44,7731
3362,1192,22,42,7753
3504,1383,16,40,7776
3558,1319,13,39,7799
3563,943,13,39,7821
3382,586,22,42,7842
3338,259,22,42,7865
3147,224,30,44,7886
2986,215,36,46,7908
2971,210,39,47,7930
2966,224,39,47,7952
3255,229,25,43,7973
2986,400,36,46,7996
3074,786,33,45,8017
3264,1085,25,43,8040
3470,1529,16,40,8064
3499,1852,16,40,8086
3445,2052,19,41,8109
3553,2096,13,39,8132
3533,1911,13,39,8155
3489,2008,16,40,8177
3514,1959,16,40,8201
3592,1911,13,39,8223
3470,1881,16,40,8246
3484,1803,16,40,8269
3533,1720,13,39,8292
